,Title,Anime Rank,Adaptation Type,Episodes,Aired,Anime Votes,Anime Score,Manga Rank,Type,Volumes,Published,Manga Votes,Manga Score
1335,Domestic na Kanojo,5520,TV,12,Jan 2019 - Mar 2019,713707,6.67,5964,Manga,28,Apr 2014 - Jun 2020,115213,7.19
1336,Aishiteruze Baby★★,1914,TV,26,Apr 2004 - Oct 2004,101324,7.44,957,Manga,7,Mar 2002 - Dec 2004,22033,7.9
1337,Fairy Tail,1487,TV,175,Oct 2009 - Mar 2013,1685532,7.57,2433,Manga,63,Aug 2006 - Jul 2017,264554,7.56
1339,Kimagure Orange☆Road,1627,TV,48,Apr 1987 - Mar 1988,46238,7.53,2672,Manga,18,Mar 1984 - Sep 1987,6406,7.52
1340,Hataraku Saibou,1503,TV,13,Jul 2018 - Sep 2018,626379,7.56,1436,Manga,6,Jan 2015 - Jan 2021,17450,7.75
1341,Gravitation,4276,TV,13,Oct 2000 - Jan 2001,117571,6.93,2354,Manga,12,1996 - 2002,14359,7.57
1342,Sunohara-sou no Kanrinin-san,4990,TV,12,Jul 2018 - Sep 2018,144709,6.77,8590,Manga,?,May 2014 -,4978,7.0
1343,Kodomo no Omocha,3511,OVA,1,Dec 1995 - Dec 1995,6302,7.11,292,Manga,10,Jul 1994 - Oct 1998,21372,8.3
1344,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,8935,TV,13,Jul 2003 - Sep 2003,35109,5.99,4255,Manga,12,Mar 1998 - Oct 2003,12239,7.33
1345,Tenchi Souzou Design-bu,3241,TV,12,Jan 2021 - Mar 2021,75027,7.16,4883,Manga,?,Feb 2017 -,2827,7.28
1346,Sakamoto desu ga?,1576,TV,12,Apr 2016 - Jul 2016,742957,7.55,1482,Manga,4,Aug 2011 - Dec 2015,32517,7.74
1347,Dragon Quest: Dai no Daibouken,6333,Movie,1,Jul 1991 - Jul 1991,2922,6.51,805,Manga,37,Oct 1989 - Nov 1996,11424,7.96
1348,Mahouka Koukou no Yuutousei,5623,TV,13,Jul 2021 - Sep 2021,126250,6.65,2651,Manga,11,Apr 2012 - Jun 2020,6481,7.52
1349,Etotama,4870,TV,12,Apr 2015 - Jun 2015,78989,6.8,15804,Manga,3,Nov 2013 - Nov 2015,719,6.39
1350,Cossette no Shouzou,4927,OVA,3,Apr 2004 - Dec 2004,69912,6.79,9096,Manga,2,2004 - 2004,4990,6.96
1351,Ane Log: Moyako Neesan no Tomaranai Monologue,8719,OVA,3,Sep 2014 - Apr 2015,42494,6.03,14191,Manga,12,Dec 2012 - Apr 2016,6371,6.57
1352,Busou Renkin,2550,TV,26,Oct 2006 - Mar 2007,169267,7.3,5100,Manga,10,Jun 2003 - Apr 2006,16582,7.26
1353,D.N.Angel,3204,TV,26,Apr 2003 - Sep 2003,182476,7.17,3427,Manga,20,1997 - Jan 2021,28756,7.42
1354,Urasekai Picnic,5744,TV,12,Jan 2021 - Mar 2021,114946,6.62,1516,Manga,?,Feb 2018 -,5860,7.73
1355,Urasekai Picnic,5744,TV,12,Jan 2021 - Mar 2021,114946,6.62,495,Novel,?,Feb 2017 -,2054,8.14
1356,Megami Kouhosei,7181,TV,12,Jan 2000 - Mar 2000,21858,6.35,10330,Manga,5,Nov 1996 - 2001,2225,6.87
1357,Kidou Senshi Gundam,1007,TV,43,Apr 1979 - Jan 1980,127354,7.76,4567,Manga,2,May 1979 - Feb 1982,649,7.31
1359,Re-Kan!,5121,TV,13,Apr 2015 - Jun 2015,59521,6.75,11733,Manga,?,Nov 2009 -,838,6.77
1360,11-nin Iru!,3887,Movie,1,Nov 1986 - Nov 1986,11354,7.03,6039,Manga,1,Aug 1975 - Oct 1975,3188,7.18
1361,Princess Tutu,431,TV,38,Aug 2002 - May 2003,162739,8.13,17190,Manga,2,Aug 2002 - May 2003,3321,6.06
1362,Akai Ito,6919,Special,1,2009 - 2009,2470,6.4,12746,One-shot,?,Oct 2009 - Oct 2009,2416,6.69
1363,Kidou Senshi Gundam Thunderbolt,663,ONA,4,Dec 2015 - Apr 2016,53342,7.94,1277,Manga,?,Mar 2012 -,2936,7.79
1364,Appleseed,6137,OVA,1,Apr 1988 - Apr 1988,30044,6.54,4183,Manga,4,Feb 1985 - Mar 1989,8819,7.34
1365,Planet With,3288,TV,12,Jul 2018 - Sep 2018,56385,7.16,6415,Manga,8,Apr 2018 - Jul 2022,1356,7.15
1366,Tomodachi Game,1135,TV,12,Apr 2022 - Jun 2022,337654,7.71,165,Manga,?,Dec 2013 -,62586,8.45
1367,Air Master,4153,TV,27,Apr 2003 - Oct 2003,37689,6.96,10759,Manga,28,Nov 1996 - Mar 2006,1534,6.84
1369,Shakugan no Shana,1881,TV,24,Oct 2005 - Mar 2006,525851,7.45,2138,Manga,10,Feb 2005 - Aug 2011,9990,7.61
1370,Mado,12543,Movie,1,1965 - 1965,1072,4.51,13336,One-shot,?,Apr 2004 - Apr 2004,881,6.64
1371,Centaur no Nayami,6763,TV,12,Jul 2017 - Sep 2017,90099,6.43,5082,Manga,?,Dec 2010 -,7271,7.26
1372,Tonari no Kaibutsu-kun,1833,TV,13,Oct 2012 - Dec 2012,1041582,7.47,510,Manga,13,Aug 2008 - Nov 2013,104819,8.13
1373,Spiral: Suiri no Kizuna,2976,TV,25,Oct 2002 - Mar 2003,51745,7.22,831,Manga,15,Aug 1999 - Oct 2005,12024,7.95
1374,Sasameki Koto,3728,TV,13,Oct 2009 - Dec 2009,72543,7.06,809,Manga,9,Jan 2007 - Sep 2011,21730,7.96
1375,Mazinger Z,2755,TV,92,Dec 1972 - Sep 1974,17054,7.26,13182,Manga,5,Oct 1972 - Aug 1973,4155,6.65
1376,Doujin Work,5099,TV,12,Jul 2007 - Sep 2007,27732,6.75,4823,Manga,6,Oct 2004 - Sep 2008,4159,7.28
1377,Tokimeki Tonight,3465,TV,34,Oct 1982 - Sep 1983,9250,7.12,2235,Manga,30,Jul 1982 - Oct 1994,1658,7.59
1378,Candy Candy,1496,TV,115,Oct 1976 - Feb 1979,29776,7.56,745,Manga,9,Apr 1975 - Mar 1979,4358,7.99
1380,Tokkou,6202,TV,13,Apr 2006 - Jul 2006,44964,6.53,13332,Manga,3,Apr 2003 - 2006,3547,6.64
1381,Mujaki no Rakuen,9467,OVA,3,Aug 2014 - Aug 2016,25382,5.87,10839,Manga,13,Apr 2010 - May 2018,12949,6.84
1382,Angolmois: Genkou Kassenki,3474,TV,12,Jul 2018 - Sep 2018,59061,7.12,6565,Manga,10,Feb 2013 - Aug 2018,1887,7.14
1384,Loveless,5115,TV,12,Apr 2005 - Jun 2005,138014,6.75,1959,Manga,?,Nov 2001 -,27526,7.64
1385,Fushigi no Kuni no Miyuki-chan,10331,OVA,2,Jun 1995 - Jun 1995,12203,5.65,17239,Manga,1,Mar 1993 - Jun 1995,5781,6.04
1386,Sazae-san,8386,TV,?,Oct 1969 -,7927,6.1,11873,Manga,45,Apr 1946 - Feb 1974,655,6.76
1387,H2O: Footprints in the Sand,4038,TV,12,Jan 2008 - Mar 2008,94748,7.0,5753,Manga,2,Jan 2007 - Feb 2008,1095,7.2
1388,Douluo Dalu,822,ONA,26,Jan 2018 - Jul 2018,26867,7.85,1021,Manhua,?,2011 -,27234,7.87
1389,Tenshi no Tamago,1132,OVA,1,Dec 1985 - Dec 1985,140762,7.71,14657,Manga,1,Nov 2005 - Dec 2005,485,6.52
1391,Kenja no Mago,5772,TV,12,Apr 2019 - Jun 2019,555702,6.62,9069,Manga,?,Mar 2016 -,31309,6.96
1392,Kamikaze Kaitou Jeanne,1858,TV,44,Feb 1999 - Jan 2000,55025,7.46,1278,Manga,7,Dec 1997 - Jun 2000,19521,7.79
1393,Boruto: Naruto Next Generations,8582,TV,293,Apr 2017 - Mar 2023,830772,6.06,10707,Manga,?,May 2016 -,109412,6.85
1394,Yagate Kimi ni Naru,729,TV,13,Oct 2018 - Dec 2018,322523,7.9,59,Manga,8,Apr 2015 - Sep 2019,97046,8.67
1396,Fullmetal Alchemist,451,TV,51,Oct 2003 - Oct 2004,1429946,8.11,8,Manga,27,Jul 2001 - Sep 2010,282763,9.03
1398,Steins;Gate 0,111,TV,23,Apr 2018 - Sep 2018,833362,8.53,396,Manga,6,Jul 2017 - Feb 2020,4431,8.21
1399,Rebirth,9823,TV,48,Jan 2020 - Jun 2021,4304,5.78,4053,Manhwa,26,1998 - 2010,2615,7.35
1400,RahXephon,2124,TV,26,Jan 2002 - Sep 2002,116460,7.39,15806,Manga,3,Sep 2001 - Nov 2002,2037,6.39
1402,A-Channel,4252,TV,12,Apr 2011 - Jun 2011,98184,6.94,2847,Manga,11,Aug 2008 - Nov 2020,4809,7.5
1403,Yumemiru Danshi wa Genjitsushugisha,4790,TV,12,Jul 2023 -,49883,6.82,14129,Manga,?,Mar 2021 -,2085,6.57
1405,ReLIFE,630,TV,13,Jul 2016 - Sep 2016,993215,7.97,65,Manga,15,Oct 2013 - Mar 2018,155374,8.65
1406,Kemeko Deluxe!,6085,TV,12,Oct 2008 - Dec 2008,41226,6.55,8245,Manga,9,Oct 2005 - Jun 2011,1517,7.02
1407,Amaenaide yo!!,6686,TV,12,Jul 2005 - Sep 2005,73529,6.44,10355,Manga,7,Mar 2004 - Feb 2007,1364,6.87
1408,Hunter x Hunter,169,TV,62,Oct 1999 - Mar 2001,566682,8.41,42,Manga,?,Mar 1998 -,256070,8.73
1409,Tenki no Ko,256,Movie,1,Jul 2019 - Jul 2019,934062,8.29,1466,Manga,3,Jul 2019 - Aug 2020,7079,7.74
1410,Fukumenkei Noise,4147,TV,12,Apr 2017 - Jun 2017,119746,6.97,2984,Manga,18,Apr 2013 - Jan 2019,14987,7.48
1411,1 Pound no Fukuin,6999,OVA,1,Dec 1988 - Dec 1988,4585,6.38,5994,Manga,4,Jul 1987 - Dec 2006,2839,7.18
1412,Darkside Blues,8726,Movie,1,Oct 1994 - Oct 1994,10234,6.03,12965,Manga,2,1988 - 1988,550,6.67
1413,Terra Formars,4017,TV,13,Sep 2014 - Dec 2014,225158,7.0,5245,Manga,22,Jan 2011 - Nov 2018,47993,7.25
1414,Hitohira,5082,TV,12,Mar 2007 - Jun 2007,19901,6.76,6616,Manga,7,Mar 2004 - May 2009,781,7.13
1415,Minami-ke,1265,TV,13,Oct 2007 - Dec 2007,169353,7.65,2237,Manga,?,Nov 2004 -,6636,7.59
1416,Ueki no Housoku,1098,TV,51,Apr 2005 - Mar 2006,114988,7.72,2135,Manga,16,Jul 2001 - Oct 2004,9415,7.61
1417,Tomo-chan wa Onnanoko!,816,TV,13,Jan 2023 - Mar 2023,317453,7.85,914,Manga,8,Apr 2015 - Jul 2019,118707,7.92
1418,Nourin,5120,TV,12,Jan 2014 - Mar 2014,186320,6.75,11843,Manga,8,Mar 2012 - Jun 2015,1008,6.76
1419,Wata no Kuni Hoshi,4848,Movie,1,Feb 1984 - Feb 1984,5823,6.81,2898,Manga,7,Mar 1978 - Jan 1984,788,7.49
1420,Kotarou wa Hitorigurashi,317,ONA,10,Mar 2022 - Mar 2022,133142,8.22,2020,Manga,?,Mar 2015 -,1721,7.63
1421,Hidamari no Ki,3778,TV,25,Apr 2000 - Sep 2000,3933,7.05,716,Manga,11,Apr 1981 - Dec 1986,1251,8.01
1422,Akazukin Chacha,1746,TV,74,Jan 1994 - Jun 1995,14983,7.49,1257,Manga,13,1991 - 2000,1122,7.8
1423,Sewayaki Kitsune no Senko-san,2393,TV,12,Apr 2019 - Jun 2019,338299,7.33,1084,Manga,?,Oct 2017 -,26765,7.85
1424,Onikirimaru,8090,OVA,4,Sep 1994 - Jul 1995,3101,6.16,10594,Manga,20,1991 - 2001,565,6.85
1425,Bungou Stray Dogs: Dead Apple,690,Movie,1,Mar 2018 - Mar 2018,258605,7.92,416,Manga,?,Mar 2018 -,5423,8.19
1426,Tasogare Otome x Amnesia,872,TV,12,Apr 2012 - Jun 2012,390706,7.83,392,Manga,10,Apr 2008 - Sep 2013,45506,8.22
1427,Sakura Quest,2125,TV,25,Apr 2017 - Sep 2017,145449,7.39,3322,Manga,5,May 2017 - Oct 2018,2986,7.44
1428,Naisho no Tsubomi,6438,OVA,3,Apr 2008 - Jun 2008,8032,6.5,5141,Manga,8,Feb 2004 - Feb 2012,921,7.25
1430,Hidan no Aria,4873,TV,12,Apr 2011 - Jul 2011,367771,6.8,4448,Manga,?,Sep 2009 -,9221,7.32
1431,Usogui,12151,OVA,1,Oct 2012 - Oct 2012,2180,4.91,239,Manga,49,May 2006 - Dec 2017,27809,8.36
1432,Oedo wa Nemurenai!,11372,OVA,1,Jul 1993 - Jul 1993,1239,5.32,13436,Manga,5,Jan 1991 - Jun 1992,397,6.63
1433,Great Mazinger,3774,TV,56,Sep 1974 - Sep 1975,5691,7.05,15082,Manga,4,Oct 1974 - Oct 1975,1092,6.48
1434,Great Mazinger,3774,TV,56,Sep 1974 - Sep 1975,5691,7.05,15578,Manga,2,Sep 1974 - Sep 1975,237,6.42
1435,Noragami,653,TV,12,Jan 2014 - Mar 2014,2085458,7.95,203,Manga,?,Dec 2010 -,174488,8.4
1436,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",7925,TV,12,Jan 2014 - Mar 2014,167120,6.2,13264,Manga,11,Nov 2010 - May 2016,7910,6.65
1437,Dragonaut: The Resonance,5903,TV,25,Oct 2007 - Mar 2008,74864,6.59,14145,Manga,1,Oct 2007 - Mar 2008,1851,6.57
1438,Tegamibachi,1355,TV,25,Oct 2009 - Mar 2010,118887,7.61,1250,Manga,20,Sep 2006 - Nov 2015,25110,7.8
1439,Sakura Tsuushin,8215,OVA,12,May 1997 - Oct 1997,14068,6.14,15059,Manga,20,Apr 1995 - Jun 2000,1990,6.48
1440,Bokura ga Ita,2789,TV,26,Jul 2006 - Dec 2006,226878,7.25,744,Manga,16,Apr 2002 - Feb 2012,47689,7.99
1441,Demashita! Powerpuff Girls Z,6766,TV,52,Jul 2006 - Jun 2007,33804,6.43,14158,Manga,2,Jul 2006 - Jun 2007,1099,6.57
1442,Haiyore! Nyaruko-san,4068,TV,12,Apr 2012 - Jun 2012,347877,6.99,12762,Manga,2,May 2011 - Apr 2013,1353,6.69
1444,Dead Mount Death Play,2435,TV,12,Apr 2023 - Jun 2023,150057,7.32,2700,Manga,?,Oct 2017 -,13184,7.52
1445,Asura Cryin',4399,TV,13,Apr 2009 - Jun 2009,100052,6.9,8496,Manga,4,Sep 2008 - Sep 2010,686,7.0
1446,Taishou Otome Otogibanashi,932,TV,12,Oct 2021 - Dec 2021,130832,7.79,340,Manga,5,Jul 2015 - Sep 2017,23114,8.26
1447,Juushin Liger,3567,TV,43,Mar 1989 - Jan 1990,2227,7.1,16723,Manga,2,Mar 1989 - Jan 1990,323,6.22
1448,Donten ni Warau,1794,TV,12,Oct 2014 - Dec 2014,125439,7.48,553,Manga,6,Oct 2010 - May 2013,22348,8.11
1449,ACCA: 13-ku Kansatsu-ka,1241,TV,12,Jan 2017 - Mar 2017,158589,7.66,2754,Manga,6,Jun 2013 - Oct 2016,4091,7.51
1450,Ayakashi Triangle,7569,TV,12,Jan 2023 -,54558,6.27,12742,Manga,?,Jun 2020 -,17464,6.69
1451,Manyuu Hikenchou,7940,TV,12,Jul 2011 - Sep 2011,76470,6.19,13994,Manga,7,Mar 2007 - Jan 2012,2233,6.58
1452,Crayon Shin-chan,965,TV,?,Apr 1992 -,80088,7.78,834,Manga,50,Aug 1990 - Mar 2010,5434,7.95
1453,Hyouka,495,TV,22,Apr 2012 - Sep 2012,1320362,8.08,612,Manga,?,Jan 2012 -,17392,8.07
1454,Amanchu!,2853,TV,12,Jul 2016 - Sep 2016,91500,7.24,1333,Manga,17,Nov 2008 - May 2021,9211,7.78
1456,Maria-sama ga Miteru,2593,TV,13,Jan 2004 - Apr 2004,67516,7.29,2062,Manga,9,Oct 2003 - Dec 2007,2531,7.62
1457,Last Exile: Ginyoku no Fam,3694,TV,21,Oct 2011 - Mar 2012,44842,7.07,8396,Manga,3,Jul 2011 - Oct 2012,687,7.01
1458,Futari Ecchi,7304,OVA,4,Jul 2002 - Jan 2004,35773,6.32,4965,Manga,?,Jan 1997 -,14916,7.27
1459,Majimoji Rurumo,4751,TV,12,Jul 2014 - Sep 2014,72505,6.83,11063,Manga,7,May 2007 - Dec 2010,1939,6.82
1460,Glass no Kamen,2344,TV,23,Apr 1984 - Sep 1984,8908,7.34,153,Manga,49,Jan 1976 - May 2012,10892,8.48
1461,Romeo x Juliet,1416,TV,24,Apr 2007 - Sep 2007,179984,7.59,4976,Manga,2,Mar 2007 - 2009,5589,7.27
1462,Jashin-chan Dropkick,3929,TV,11,Jul 2018 - Sep 2018,117653,7.02,7130,Manga,?,Apr 2012 -,5921,7.1
1463,C³,5979,TV,12,Oct 2011 - Dec 2011,173806,6.58,8090,Manga,3,Feb 2011 - Jan 2013,1616,7.03
1465,Fuuto Tantei,2414,TV,12,Aug 2022 - Oct 2022,62269,7.33,2073,Manga,?,Aug 2017 -,1695,7.62
1466,Crash!,11344,Special,3,Nov 2012 - Nov 2012,1881,5.33,3448,Manga,16,Apr 2007 - Nov 2013,7097,7.42
1467,Kyoukai no Rinne,4464,TV,25,Apr 2015 - Sep 2015,86768,6.89,6640,Manga,40,Apr 2009 - Dec 2017,9237,7.13
1468,Shigatsu wa Kimi no Uso,67,TV,22,Oct 2014 - Mar 2015,2119560,8.65,92,Manga,11,Apr 2011 - Feb 2015,77063,8.59
1469,Kagami no Kojou,1976,Movie,1,Dec 2022 - Dec 2022,18325,7.43,2057,Novel,1,May 2017 - May 2017,616,7.62
1470,Kagami no Kojou,1976,Movie,1,Dec 2022 - Dec 2022,18325,7.43,1820,Manga,5,Jun 2019 - Feb 2021,912,7.67
1471,Blue Period,903,TV,12,Oct 2021 - Dec 2021,429681,7.81,64,Manga,?,Jun 2017 -,114323,8.65
1472,Rokka no Yuusha,2666,TV,12,Jul 2015 - Sep 2015,615932,7.28,7094,Manga,4,Feb 2012 - Nov 2014,4792,7.1
1474,"Kumo desu ga, Nani ka?",1873,TV,24,Jan 2021 - Jul 2021,404104,7.45,1198,Manga,?,Dec 2015 -,55742,7.82
1476,Hataraki Man,4042,TV,11,Oct 2006 - Dec 2006,25163,7.0,6956,Manga,4,Nov 2004 - Apr 2009,1721,7.11
1477,Aharen-san wa Hakarenai,2478,TV,12,Apr 2022 - Jun 2022,306574,7.31,2315,Manga,17,Jan 2017 - Apr 2023,31997,7.58
1478,Inazuma Eleven Go,4100,TV,47,May 2011 - Apr 2012,78794,6.98,13626,Manga,7,Oct 2011 - Mar 2014,987,6.62
1479,Kobayashi ga Kawai sugite Tsurai!!,8139,OVA,2,Jul 2013 - Mar 2014,10117,6.15,1423,Manga,15,Aug 2012 - Dec 2015,9119,7.75
1480,D.Gray-man,568,TV,103,Oct 2006 - Sep 2008,674997,8.02,321,Manga,?,May 2004 -,152548,8.28
1481,Kiznaiver,2166,TV,12,Apr 2016 - Jun 2016,714684,7.38,13073,Manga,2,Mar 2016 - Feb 2017,3749,6.66
1482,Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,3781,TV,12,Jan 2023 - Mar 2023,116173,7.05,11780,Manga,?,Aug 2019 -,7927,6.76
1483,FLCL,554,OVA,6,Apr 2000 - Mar 2001,788924,8.03,5139,Manga,2,Dec 1999 - Mar 2001,24716,7.25
1485,Detective Conan,379,TV,?,Jan 1996 -,335827,8.17,310,Manga,?,Jan 1994 -,56869,8.29
1487,Platinum End,8607,TV,24,Oct 2021 - Mar 2022,369373,6.06,12671,Manga,14,Nov 2015 - Jan 2021,62702,6.69
1488,Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,3105,TV,12,Jul 2023 -,31737,7.19,3074,Manga,3,Mar 2020 - Mar 2022,4356,7.47
1489,Onegai☆Twins,4769,TV,12,Jul 2003 - Oct 2003,87858,6.82,9431,Manga,1,Sep 2005 - Sep 2005,3123,6.93
1490,"""Oshi no Ko""",23,TV,11,Apr 2023 - Jun 2023,573221,8.88,58,Manga,?,Apr 2020 -,143435,8.68
1491,Giant Killing,1606,TV,26,Apr 2010 - Sep 2010,68853,7.54,749,Manga,?,Jan 2007 -,12108,7.99
1492,Hakata Tonkotsu Ramens,2208,TV,12,Jan 2018 - Mar 2018,150786,7.37,11190,Manga,2,Jun 2016 - May 2017,1007,6.81
1493,Muv-Luv Alternative: Total Eclipse,3593,TV,24,Jul 2012 - Dec 2012,93553,7.09,4624,Manga,3,Oct 2009 - Dec 2011,1284,7.3
1494,Golden Time,1046,TV,24,Oct 2013 - Mar 2014,993804,7.74,1760,Manga,9,Aug 2011 - May 2016,11333,7.68
1496,Ninin ga Shinobuden,4472,TV,12,Jul 2004 - Sep 2004,34279,6.89,8034,Manga,4,Jul 2000 - Jan 2006,1075,7.03
1497,Digimon Adventure,977,TV,54,Mar 1999 - Mar 2000,390306,7.77,6525,Manhua,5,2001 - 2001,2588,7.14
1499,Infinite Dendrogram,7982,TV,13,Jan 2020 - Apr 2020,168943,6.19,11652,Manga,?,Dec 2016 -,1883,6.77
1500,Anne Happy♪,4154,TV,12,Apr 2016 - Jun 2016,77234,6.96,2843,Manga,10,Dec 2012 - Nov 2018,2091,7.5
1501,Tactics,3073,TV,25,Oct 2004 - Mar 2005,40386,7.19,3874,Manga,15,Dec 2000 - Apr 2013,3244,7.37
1503,Hanada Shounen-shi,571,TV,25,Oct 2002 - Mar 2003,15162,8.02,2169,Manga,5,1993 - 1995,574,7.6
1504,BanG Dream!,4052,TV,13,Jan 2017 - Apr 2017,88182,6.99,4928,Manga,4,Apr 2016 - Feb 2019,889,7.27
1505,Goblin Slayer,2031,TV,12,Oct 2018 - Dec 2018,1052993,7.42,1439,Manga,?,May 2016 -,82968,7.75
1507,Tian Guan Ci Fu,196,ONA,11,Oct 2020 - Jan 2021,121049,8.37,110,Novel,6,Feb 2021 - Mar 2022,5227,8.55
1508,Tian Guan Ci Fu,196,ONA,11,Oct 2020 - Jan 2021,121049,8.37,89,Manhua,?,Oct 2019 -,8323,8.59
1509,Yu☆Gi☆Oh! Zexal,6916,TV,73,Apr 2011 - Sep 2012,74724,6.4,10685,Manga,9,Dec 2010 - Jun 2015,2889,6.85
1510,Wagaya no Oinari-sama.,3081,TV,24,Apr 2008 - Sep 2008,32071,7.19,7962,Manga,11,Feb 2007 - May 2013,1213,7.04
1512,Ao no Exorcist,1710,TV,25,Apr 2011 - Oct 2011,1859692,7.5,970,Manga,?,Apr 2009 -,151795,7.9
1514,Rokudenashi Majutsu Koushi to Akashic Records,3382,TV,12,Apr 2017 - Jun 2017,693582,7.14,4077,Manga,16,Mar 2015 - Jun 2021,14583,7.35
1515,To LOVE-Ru Darkness,1959,TV,12,Oct 2012 - Dec 2012,360475,7.43,1114,Manga,18,Oct 2010 - Mar 2017,48034,7.84
1516,Kobo-chan,6587,TV,63,Oct 1992 - Mar 1994,637,6.46,5522,Manga,60,Apr 1982 - Oct 2003,252,7.22
1517,Bastard!! Ankoku no Hakaishin,5389,OVA,6,Aug 1992 - Jun 1993,41382,6.69,5543,Manga,27,Oct 1987 - May 2010,13395,7.22
1519,Genjitsu Shugi Yuusha no Oukoku Saikenki,2862,TV,13,Jul 2021 - Sep 2021,357839,7.24,3195,Manga,?,Jul 2017 -,18744,7.45
1520,Chuuka Ichiban!,1441,TV,52,Apr 1997 - Sep 1998,19356,7.58,3574,Manga,5,Sep 1995 - Oct 1996,1340,7.4
1521,Ikkitousen,6961,TV,13,Jul 2003 - Oct 2003,159444,6.39,11266,Manga,24,Apr 2000 - Aug 2015,7918,6.8
1522,Gingitsune,3260,TV,12,Oct 2013 - Dec 2013,56479,7.16,7148,Manga,?,Feb 2008 -,1416,7.09
1523,Akuma no Riddle,5846,TV,12,Apr 2014 - Jun 2014,261675,6.6,8848,Manga,5,Aug 2012 - Oct 2016,13517,6.98
1524,Girls & Panzer,1656,TV,12,Oct 2012 - Mar 2013,289577,7.52,4875,Manga,4,Jun 2012 - Mar 2014,5659,7.28
1526,Darker than Black: Kuro no Keiyakusha,512,TV,25,Apr 2007 - Sep 2007,919448,8.06,7932,Manga,2,Feb 2007 - Nov 2007,16724,7.04
